timestamp_utc,symbol,exchange,mid_price,best_bid,best_ask
2026-03-11T15:38:07.995+00:00,BTC-USD,coinbase,70160.485,70160.0,70160.97
2026-03-11T15:38:08.033+00:00,ETH-USD,coinbase,2043.33,2043.3,2043.36
2026-03-11T15:38:08.036+00:00,SOL-USD,coinbase,85.15,85.14,85.16
2026-03-11T15:38:08.041+00:00,ETH-USD,coinbase,2043.33,2043.3,2043.36
2026-03-11T15:38:08.074+00:00,BTC-USD,coinbase,70160.555,70160.0,70161.11
2026-03-11T15:38:08.102+00:00,SOL-USD,coinbase,85.155,85.15,85.16
2026-03-11T15:38:08.290+00:00,ETH-USD,coinbase,2043.3449999999998,2043.34,2043.35
2026-03-11T15:38:08.305+00:00,SOL-USD,coinbase,85.155,85.15,85.16
2026-03-11T15:38:08.321+00:00,BTC-USD,coinbase,70162.11499999999,70162.11,70162.12
2026-03-11T15:38:08.433+00:00,SOL-USD,coinbase,85.16499999999999,85.16,85.17
2026-03-11T15:38:08.444+00:00,BTC-USD,coinbase,70162.11499999999,70162.11,70162.12
2026-03-11T15:38:08.539+00:00,ETH-USD,coinbase,2043.3449999999998,2043.34,2043.35
2026-03-11T15:38:08.589+00:00,BTC-USD,coinbase,70162.11499999999,70162.11,70162.12
2026-03-11T15:38:08.791+00:00,ETH-USD,coinbase,2043.3449999999998,2043.34,2043.35
2026-03-11T15:38:08.792+00:00,ETH-USD,coinbase,2043.3449999999998,2043.34,2043.35
2026-03-11T15:38:08.818+00:00,BTC-USD,coinbase,70162.11499999999,70162.11,70162.12
2026-03-11T15:38:08.850+00:00,SOL-USD,coinbase,85.155,85.15,85.16
2026-03-11T15:38:08.964+00:00,BTC-USD,coinbase,70162.11499999999,70162.11,70162.12
2026-03-11T15:38:09.074+00:00,BTC-USD,coinbase,70164.005,70164.0,70164.01
2026-03-11T15:38:09.104+00:00,SOL-USD,coinbase,85.155,85.15,85.16
2026-03-11T15:38:09.189+00:00,BTC-USD,coinbase,70164.005,70164.0,70164.01
2026-03-11T15:38:09.284+00:00,ETH-USD,coinbase,2043.3449999999998,2043.34,2043.35
2026-03-11T15:38:09.318+00:00,BTC-USD,coinbase,70162.98,70162.04,70163.92
2026-03-11T15:38:09.533+00:00,ETH-USD,coinbase,2043.455,2043.4,2043.51
2026-03-11T15:38:09.573+00:00,BTC-USD,coinbase,70164.26999999999,70164.01,70164.53
2026-03-11T15:38:09.600+00:00,SOL-USD,coinbase,85.155,85.15,85.16
2026-03-11T15:38:09.761+00:00,SOL-USD,coinbase,85.155,85.15,85.16
2026-03-11T15:38:09.787+00:00,ETH-USD,coinbase,2043.375,2043.33,2043.42
2026-03-11T15:38:09.820+00:00,ETH-USD,coinbase,2043.375,2043.33,2043.42
2026-03-11T15:38:09.820+00:00,BTC-USD,coinbase,70162.985,70162.0,70163.97
2026-03-11T15:38:10.008+00:00,BTC-USD,coinbase,70162.985,70162.0,70163.97
2026-03-11T15:38:10.062+00:00,ETH-USD,coinbase,2043.3449999999998,2043.32,2043.37
2026-03-11T15:38:10.091+00:00,BTC-USD,coinbase,70162.62,70162.0,70163.24
2026-03-11T15:38:10.108+00:00,SOL-USD,coinbase,85.155,85.15,85.16
2026-03-11T15:38:10.283+00:00,ETH-USD,coinbase,2043.335,2043.32,2043.35
2026-03-11T15:38:10.298+00:00,ETH-USD,coinbase,2043.335,2043.32,2043.35
2026-03-11T15:38:10.319+00:00,BTC-USD,coinbase,70162.005,70162.0,70162.01
2026-03-11T15:38:10.350+00:00,SOL-USD,coinbase,85.155,85.15,85.16
2026-03-11T15:38:10.437+00:00,BTC-USD,coinbase,70162.005,70162.0,70162.01
2026-03-11T15:38:10.534+00:00,ETH-USD,coinbase,2043.34,2043.33,2043.35
2026-03-11T15:38:10.570+00:00,BTC-USD,coinbase,70162.005,70162.0,70162.01
2026-03-11T15:38:10.785+00:00,ETH-USD,coinbase,2043.3449999999998,2043.34,2043.35
2026-03-11T15:38:10.852+00:00,SOL-USD,coinbase,85.16499999999999,85.16,85.17
2026-03-11T15:38:10.917+00:00,BTC-USD,coinbase,70165.45999999999,70164.52,70166.4
2026-03-11T15:38:10.945+00:00,BTC-USD,coinbase,70165.45999999999,70164.52,70166.4
2026-03-11T15:38:11.067+00:00,ETH-USD,coinbase,2043.5949999999998,2043.59,2043.6
2026-03-11T15:38:11.067+00:00,ETH-USD,coinbase,2043.5949999999998,2043.59,2043.6
2026-03-11T15:38:11.199+00:00,BTC-USD,coinbase,70166.2,70166.0,70166.4
2026-03-11T15:38:11.200+00:00,BTC-USD,coinbase,70166.2,70166.0,70166.4
2026-03-11T15:38:11.285+00:00,ETH-USD,coinbase,2043.5949999999998,2043.59,2043.6
2026-03-11T15:38:11.292+00:00,ETH-USD,coinbase,2043.5949999999998,2043.59,2043.6
2026-03-11T15:38:11.335+00:00,BTC-USD,coinbase,70166.39499999999,70166.39,70166.4
2026-03-11T15:38:11.351+00:00,SOL-USD,coinbase,85.17500000000001,85.17,85.18
2026-03-11T15:38:11.489+00:00,SOL-USD,coinbase,85.17500000000001,85.17,85.18
2026-03-11T15:38:11.588+00:00,ETH-USD,coinbase,2043.5949999999998,2043.59,2043.6
2026-03-11T15:38:11.588+00:00,BTC-USD,coinbase,70172.795,70172.79,70172.8
2026-03-11T15:38:11.598+00:00,SOL-USD,coinbase,85.195,85.19,85.2
2026-03-11T15:38:11.687+00:00,BTC-USD,coinbase,70172.795,70172.79,70172.8
2026-03-11T15:38:11.747+00:00,SOL-USD,coinbase,85.195,85.19,85.2
2026-03-11T15:38:11.784+00:00,ETH-USD,coinbase,2043.915,2043.91,2043.92
2026-03-11T15:38:11.824+00:00,BTC-USD,coinbase,70172.795,70172.79,70172.8
2026-03-11T15:38:11.853+00:00,SOL-USD,coinbase,85.195,85.19,85.2
2026-03-11T15:38:11.943+00:00,BTC-USD,coinbase,70172.795,70172.79,70172.8
2026-03-11T15:38:11.943+00:00,SOL-USD,kraken,85.17500000000001,85.17,85.18
2026-03-11T15:38:12.129+00:00,ETH-USD,coinbase,2043.915,2043.91,2043.92
2026-03-11T15:38:12.129+00:00,SOL-USD,coinbase,85.205,85.2,85.21
2026-03-11T15:38:12.179+00:00,BTC-USD,coinbase,70182.39499999999,70182.39,70182.4
2026-03-11T15:38:12.179+00:00,BTC-USD,coinbase,70182.39499999999,70182.39,70182.4
2026-03-11T15:38:12.182+00:00,ETH-USD,coinbase,2044.0749999999998,2044.07,2044.08
2026-03-11T15:38:12.272+00:00,SOL-USD,coinbase,85.205,85.2,85.21
2026-03-11T15:38:12.289+00:00,ETH-USD,coinbase,2044.0749999999998,2044.07,2044.08
2026-03-11T15:38:12.346+00:00,BTC-USD,coinbase,70175.41,70174.89,70175.93
2026-03-11T15:38:12.352+00:00,SOL-USD,coinbase,85.205,85.2,85.21
2026-03-11T15:38:12.426+00:00,BTC-USD,coinbase,70175.41,70174.89,70175.93
2026-03-11T15:38:12.536+00:00,ETH-USD,coinbase,2044.025,2044.0,2044.05
2026-03-11T15:38:12.627+00:00,ETH-USD,coinbase,2044.025,2044.0,2044.05
2026-03-11T15:38:12.628+00:00,BTC-USD,coinbase,70175.89499999999,70175.89,70175.9
2026-03-11T15:38:12.628+00:00,SOL-USD,coinbase,85.205,85.2,85.21
2026-03-11T15:38:12.703+00:00,BTC-USD,coinbase,70175.89499999999,70175.89,70175.9
2026-03-11T15:38:12.799+00:00,ETH-USD,coinbase,2044.005,2044.0,2044.01
2026-03-11T15:38:12.826+00:00,BTC-USD,coinbase,70175.89499999999,70175.89,70175.9
2026-03-11T15:38:12.858+00:00,SOL-USD,coinbase,85.205,85.2,85.21
2026-03-11T15:38:12.956+00:00,BTC-USD,coinbase,70175.89499999999,70175.89,70175.9
2026-03-11T15:38:13.054+00:00,ETH-USD,coinbase,2043.9650000000001,2043.94,2043.99
2026-03-11T15:38:13.156+00:00,BTC-USD,coinbase,70175.89499999999,70175.89,70175.9
2026-03-11T15:38:13.157+00:00,SOL-USD,coinbase,85.205,85.2,85.21
2026-03-11T15:38:13.305+00:00,ETH-USD,coinbase,2043.97,2043.95,2043.99
2026-03-11T15:38:13.318+00:00,BTC-USD,coinbase,70175.89499999999,70175.89,70175.9
2026-03-11T15:38:13.543+00:00,ETH-USD,coinbase,2043.97,2043.95,2043.99
2026-03-11T15:38:13.543+00:00,ETH-USD,coinbase,2043.895,2043.84,2043.95
2026-03-11T15:38:13.572+00:00,BTC-USD,coinbase,70174.165,70173.43,70174.9
2026-03-11T15:38:13.677+00:00,SOL-USD,coinbase,85.185,85.18,85.19
2026-03-11T15:38:13.694+00:00,BTC-USD,coinbase,70174.165,70173.43,70174.9
2026-03-11T15:38:13.784+00:00,ETH-USD,coinbase,2043.8449999999998,2043.84,2043.85
2026-03-11T15:38:13.822+00:00,BTC-USD,coinbase,70172.805,70172.8,70172.81
2026-03-11T15:38:13.850+00:00,SOL-USD,coinbase,85.195,85.19,85.2
2026-03-11T15:38:14.023+00:00,SOL-USD,coinbase,85.195,85.19,85.2
2026-03-11T15:38:14.034+00:00,ETH-USD,coinbase,2043.435,2043.43,2043.44
2026-03-11T15:38:14.045+00:00,ETH-USD,coinbase,2043.435,2043.43,2043.44
2026-03-11T15:38:14.075+00:00,BTC-USD,coinbase,70162.005,70162.0,70162.01
2026-03-11T15:38:14.103+00:00,SOL-USD,coinbase,85.185,85.18,85.19
2026-03-11T15:38:14.207+00:00,BTC-USD,coinbase,70162.005,70162.0,70162.01
2026-03-11T15:38:14.291+00:00,ETH-USD,coinbase,2043.435,2043.43,2043.44
2026-03-11T15:38:14.316+00:00,ETH-USD,coinbase,2043.435,2043.43,2043.44
2026-03-11T15:38:14.321+00:00,BTC-USD,coinbase,70160.005,70160.0,70160.01
2026-03-11T15:38:14.351+00:00,SOL-USD,coinbase,85.185,85.18,85.19
2026-03-11T15:38:14.444+00:00,BTC-USD,coinbase,70160.005,70160.0,70160.01
2026-03-11T15:38:14.532+00:00,ETH-USD,coinbase,2043.435,2043.43,2043.44
2026-03-11T15:38:14.572+00:00,BTC-USD,coinbase,70160.005,70160.0,70160.01
2026-03-11T15:38:14.599+00:00,SOL-USD,coinbase,85.185,85.18,85.19
2026-03-11T15:38:14.726+00:00,BTC-USD,coinbase,70160.005,70160.0,70160.01
2026-03-11T15:38:14.783+00:00,ETH-USD,coinbase,2043.5949999999998,2043.59,2043.6
2026-03-11T15:38:14.796+00:00,ETH-USD,coinbase,2043.5949999999998,2043.59,2043.6
2026-03-11T15:38:14.817+00:00,BTC-USD,coinbase,70160.005,70160.0,70160.01
2026-03-11T15:38:14.849+00:00,SOL-USD,coinbase,85.195,85.19,85.2
2026-03-11T15:38:15.029+00:00,SOL-USD,coinbase,85.195,85.19,85.2
2026-03-11T15:38:15.072+00:00,BTC-USD,coinbase,70162.465,70162.46,70162.47
2026-03-11T15:38:15.309+00:00,ETH-USD,coinbase,2043.5949999999998,2043.59,2043.6
2026-03-11T15:38:15.318+00:00,BTC-USD,coinbase,70162.465,70162.46,70162.47
2026-03-11T15:38:15.390+00:00,SOL-USD,coinbase,85.195,85.19,85.2
2026-03-11T15:38:15.539+00:00,ETH-USD,coinbase,2043.5949999999998,2043.59,2043.6
2026-03-11T15:38:15.570+00:00,BTC-USD,coinbase,70162.465,70162.46,70162.47
2026-03-11T15:38:15.598+00:00,SOL-USD,coinbase,85.195,85.19,85.2
2026-03-11T15:38:15.821+00:00,BTC-USD,coinbase,70167.375,70167.37,70167.38
2026-03-11T15:38:15.946+00:00,BTC-USD,coinbase,70167.375,70167.37,70167.38
2026-03-11T15:38:16.071+00:00,BTC-USD,coinbase,70167.375,70167.37,70167.38
2026-03-11T15:38:16.186+00:00,ETH-USD,kraken,2043.74,2043.73,2043.75
2026-03-11T15:38:16.198+00:00,BTC-USD,coinbase,70167.375,70167.37,70167.38
2026-03-11T15:38:16.301+00:00,ETH-USD,coinbase,2043.59,2043.58,2043.6
2026-03-11T15:38:16.322+00:00,BTC-USD,coinbase,70163.11,70162.46,70163.76
2026-03-11T15:38:16.349+00:00,SOL-USD,coinbase,85.195,85.19,85.2
2026-03-11T15:38:16.473+00:00,BTC-USD,coinbase,70163.11,70162.46,70163.76
2026-03-11T15:38:16.540+00:00,ETH-USD,coinbase,2043.42,2043.4,2043.44
2026-03-11T15:38:16.571+00:00,BTC-USD,coinbase,70162.465,70162.46,70162.47
2026-03-11T15:38:16.571+00:00,SOL-USD,coinbase,85.195,85.19,85.2
2026-03-11T15:38:16.599+00:00,SOL-USD,coinbase,85.185,85.18,85.19
2026-03-11T15:38:16.701+00:00,BTC-USD,coinbase,70162.465,70162.46,70162.47
2026-03-11T15:38:16.825+00:00,ETH-USD,coinbase,2043.435,2043.43,2043.44
2026-03-11T15:38:16.825+00:00,SOL-USD,coinbase,85.185,85.18,85.19
2026-03-11T15:38:16.825+00:00,ETH-USD,coinbase,2043.435,2043.43,2043.44
2026-03-11T15:38:16.826+00:00,BTC-USD,coinbase,70162.465,70162.46,70162.47
